,ACCIDENT_NO,ACCIDENTDATE,CYCLISTS,CYCLISTS_COUNT_LS,ACCIDENTTIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA Description,LIGHT_CONDITION,LIGHT_CONDITION_DEC,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY_DESC,SEVERITY,SEVERITY_DESC,SPEED_ZONE,VEHICLE_ID,INITIAL_DIRECTION,Vehicle Type Desc,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TRAFFIC_CONTROL_DESC,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION,NODE_ID,NODE_TYPE,LGA_NAME,Lga Name All,Lat,Long,Postcode No
5267,T20060010740,31/03/2006,59850,4921,11.03.00,1,Collision with vehicle,6,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,1,Day,2,3,0,1,0,2,1,T intersection,3,Other Injury,50,B,S ,Bicycle,S ,6,6,H,9,9,9,No control,9999,LYGON,STREET,PELHAM,STREET,0,N,36313,I,MELBOURNE,MELBOURNE,-37.80282,144.96657,3053
5317,T20060010857,31/03/2006,59850,4921,15.50.00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1,Day,1,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,999,A,E ,Bicycle,E ,1,1,H,9,9,9,Other,5853,JOHNSTON,STREET,JOHNSTON,PLACE,8,W,121953,N,YARRA,YARRA,-37.79801,144.97544,3065
5413,T20060011099,1/04/2006,59850,4921,15.10.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,2,0,1,2,Not at intersection,3,Other Injury,50,B,W ,Bicycle,W ,99,99,H,9,9,9,No control,9999,DOMAIN,ROAD,WALSH,STREET,65,E,203751,N,MELBOURNE,MELBOURNE,-37.83462,144.98621,3141
5483,T20060011219,2/04/2006,59850,4921,15.00.00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,SE,Bicycle,SE,99,99,H,9,9,9,Roundabout,9999,BANK,STREET,CECIL,STREET,0,E,37533,I,PORT PHILLIP,PORT PHILLIP,-37.83483,144.95861,3205
5526,T20060011287,3/04/2006,59850,4921,08.10.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,1,0,0,2,1,Not at intersection,2,Hospitilisation,60,B,S ,Bicycle,S ,1,1,H,9,9,9,No control,9999,EXHIBITION,STREET,LONSDALE,STREET,30,N,75285,N,MELBOURNE,MELBOURNE,-37.80987,144.96954,3000
5684,T20060011580,3/04/2006,59850,4921,10.40.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,60,B,E ,Bicycle,E ,1,1,H,9,9,9,No control,5853,JOHNSTON,STREET,LULIE,STREET,0,W,36695,I,YARRA,YARRA,-37.80004,144.99495,3067
5804,T20060011767,4/04/2006,59850,4921,22.30.00,1,Collision with vehicle,3,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,3,Dark Street lights on,2,3,0,1,0,2,1,Cross intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,9,9,9,Stop-go lights,9999,ELIZABETH,STREET,LA TROBE,STREET,0,N,65743,I,MELBOURNE,MELBOURNE,-37.81032,144.96136,3000
5805,T20060011767,4/04/2006,59850,4921,22.30.00,1,Collision with vehicle,3,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,3,Dark Street lights on,2,3,0,1,0,2,1,Cross intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,9,9,9,Stop-go lights,9999,ELIZABETH,STREET,LA TROBE,STREET,0,N,65743,I,MELBOURNE,MELBOURNE,-37.81032,144.96136,3000
5932,T20060012062,6/04/2006,59850,4921,01.35.00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,3,Dark Street lights on,1,1,0,1,0,0,1,T intersection,3,Other Injury,60,A,E ,Bicycle,E ,1,1,H,9,9,9,Stop-go lights,9999,DRUMMOND,STREET,ELGIN,STREET,0,N,36338,I,MELBOURNE,MELBOURNE,-37.79732,144.96902,3053
6365,T20060012818,9/04/2006,59850,4921,11.30.00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,N ,Bicycle,N ,99,99,H,9,9,9,No control,5499,CHURCH,STREET,CHAPEL,STREET,0,N,37181,I,YARRA,YARRA,-37.82742,144.99762,3121
7477,T20060015699,11/04/2006,59850,4921,17.30.00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,2,Dusk/Dawn,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,99,99,H,9,9,9,No control,9999,CLARENDON,STREET,MENZIES,LANE,62,N,268158,N,MELBOURNE,MELBOURNE,-37.8095,144.9837,3002
6774,T20060013752,13/04/2006,59850,4921,16.00.00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,9,9,9,Stop-go lights,5046,ELIZABETH,STREET,ROYAL,PARADE,0,S,36210,I,MELBOURNE,MELBOURNE,-37.79972,144.95756,3052
7151,T20060014907,18/04/2006,59850,4921,05.50.00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,3,Dark Street lights on,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,9,9,9,No control,9999,WILLIAM,STREET,ABECKETT,STREET,45,S,204131,N,MELBOURNE,MELBOURNE,-37.81106,144.95612,3003
7084,T20060014757,19/04/2006,59850,4921,13.30.00,1,Collision with vehicle,4,Wednesday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,1,Day,3,6,1,0,0,5,1,Cross intersection,2,Hospitilisation,40,C,N ,Bicycle,N ,1,1,H,9,9,9,No control,9999,BRUNSWICK,STREET,MOOR,STREET,0,N,35332,I,YARRA,YARRA,-37.8016,144.9779,3065
7957,T20060016882,20/04/2006,59850,4921,09.30.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,B,S ,Bicycle,S ,1,1,H,9,9,9,No control,9999,BRUNSWICK,STREET,BELL,STREET,26,N,206232,N,YARRA,YARRA,-37.80012,144.97816,3065
7350,T20060015429,22/04/2006,59850,4921,12.30.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,1,0,0,1,2,Cross intersection,2,Hospitilisation,50,B,S ,Bicycle,S ,99,99,H,9,9,9,No control,5287,SWAN,STREET,CHURCH,STREET,0,W,35383,I,YARRA,YARRA,-37.82569,144.99793,3121
7475,T20060015698,22/04/2006,59850,4921,11.00.00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,NW,Bicycle,NW,1,1,H,9,9,9,No control,2120,FOOTSCRAY,ROAD,LITTLE DOCKLANDS,DRIVE,18,NW,206065,N,MELBOURNE,MELBOURNE,-37.81204,144.94159,3008
8490,T20060018459,27/04/2006,59850,4921,18.40.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,3,Dark Street lights on,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,40,B,N ,Bicycle,N ,99,99,H,9,9,9,Stop-go lights,9999,LONSDALE,STREET,SWANSTON,STREET,0,E,35363,I,MELBOURNE,MELBOURNE,-37.81156,144.96473,3000
7789,T20060016583,28/04/2006,59850,4921,07.30.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,SE,Bicycle,SE,99,99,H,9,9,9,Stop-go lights,5130,FERRARS,STREET,PARK,STREET,0,N,35397,I,PORT PHILLIP,PORT PHILLIP,-37.83665,144.95664,3205
8793,T20060019327,28/04/2006,59850,4921,18.10.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,9,9,9,No control,9999,ELIZABETH,STREET,FLINDERS,LANE,0,N,35361,I,MELBOURNE,MELBOURNE,-37.8172,144.96452,3000
8208,T20060017744,4/05/2006,59850,4921,08.45.00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,50,B,E ,Bicycle,E ,1,1,H,9,9,9,Ped. lights,9999,SWANSTON,STREET,FLINDERS,STREET,20,S,1377,N,MELBOURNE,MELBOURNE,-37.81762,144.96752,3000
13334,T20060029025,6/05/2006,59850,4921,02.30.00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE)               ,3,Dark Street lights on,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,B,N ,Bicycle,N ,99,99,H,9,9,9,No control,9999,SMITH,STREET,EASEY,STREET,17,S,207644,N,YARRA,YARRA,-37.79772,144.98449,3066
8552,T20060018618,8/05/2006,59850,4921,18.45.00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,3,Dark Street lights on,3,3,2,0,0,1,1,T intersection,2,Hospitilisation,60,C,E ,Bicycle,E ,99,99,H,9,9,9,No control,9999,ALBERT,STREET,EADES,STREET,0,E,37014,I,MELBOURNE,MELBOURNE,-37.81012,144.98094,3002
8633,T20060018858,9/05/2006,59850,4921,18.50.00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,3,Dark Street lights on,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,60,B,SW,Bicycle,SW,99,99,H,9,9,9,Stop-go lights,2510,KINGS,WAY,ALBERT,ROAD,0,NW,370,I,PORT PHILLIP,PORT PHILLIP,-37.83507,144.97113,3205
10593,T20060023144,12/05/2006,59850,4921,18.00.00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,2,Dusk/Dawn,1,1,1,0,0,0,2,Cross intersection,2,Hospitilisation,50,A,N ,Bicycle,N ,1,99,H,9,9,9,Unknown,9999,CHAPEL,STREET,NAPIER,STREET,0,W,55697,I,YARRA,YARRA,-37.79917,144.98061,3065
9146,T20060020390,17/05/2006,59850,4921,18.00.00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,2,Dusk/Dawn,2,2,0,1,0,1,1,T intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,9,9,9,No control,9999,ARGYLE,PLACE,LYGON,STREET,0,W,35317,I,MELBOURNE,MELBOURNE,-37.8021,144.96669,3053
9455,T20060021073,18/05/2006,59850,4921,18.00.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,3,Dark Street lights on,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,W ,Bicycle,W ,99,99,H,9,9,9,No control,9999,PALMERSTON,CRESCENT,PARK,STREET,0,N,37580,I,PORT PHILLIP,PORT PHILLIP,-37.83273,144.97022,3205
9542,T20060021245,23/05/2006,59850,4921,09.40.00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,1,0,0,1,2,Cross intersection,2,Hospitilisation,999,B,E ,Bicycle,E ,1,1,H,9,9,9,Stop-go lights,9999,ELIZABETH,STREET,THERRY,STREET,0,N,35310,I,MELBOURNE,MELBOURNE,-37.80711,144.95988,3000
9575,T20060021286,23/05/2006,59850,4921,16.45.00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,2,Dusk/Dawn,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,E ,Bicycle,E ,1,1,H,9,9,9,Stop-go lights,5046,ELIZABETH,STREET,ROYAL,PARADE,0,S,36210,I,MELBOURNE,MELBOURNE,-37.79972,144.95756,3052
9553,T20060021261,24/05/2006,59850,4921,09.32.00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,60,B,SE,Bicycle,SE,1,1,H,9,9,9,No control,5046,ELIZABETH,STREET,QUEENSBERRY,STREET,49,N,119921,N,MELBOURNE,MELBOURNE,-37.80362,144.95827,3000
11260,T20060024485,24/05/2006,59850,4921,08.55.00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,40,B,W ,Bicycle,W ,99,99,H,9,9,9,No control,5898,TOORAK,ROAD,SURREY N,ROAD,0,W,42,I,STONNINGTON,STONNINGTON,-37.83991,144.99907,3141
10279,T20060022564,25/05/2006,59850,4921,19.15.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,3,Dark Street lights on,2,3,1,0,0,2,2,Not at intersection,2,Hospitilisation,60,B,N ,Bicycle,N ,1,1,H,F,2,9,No control,5736,NICHOLSON,STREET,HANOVER,STREET,19,S,209387,N,MELBOURNE,"YARRA,MELBOURNE",-37.80286,144.97405,3065
11019,T20060024038,25/05/2006,59850,4921,14.00.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,9,9,9,No control,9999,COLLINS,STREET,QUEEN,STREET,101,E,209396,N,MELBOURNE,MELBOURNE,-37.81662,144.96266,3000
9764,T20060021638,26/05/2006,59850,4921,21.35.00,1,Collision with vehicle,6,Friday,140,U TURN                           ,3,Dark Street lights on,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,60,B,E ,Bicycle,E ,99,99,H,9,9,9,No control,9999,LANGRIDGE,STREET,CAMBRIDGE,STREET,21,W,207670,N,YARRA,YARRA,-37.80655,144.98496,3066
10136,T20060022301,30/05/2006,59850,4921,09.00.00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,2,0,0,2,Cross intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,9,9,9,No control,9999,GLOVER,STREET,IFFLA,STREET,0,NW,55695,I,PORT PHILLIP,PORT PHILLIP,-37.83986,144.94901,3206
10178,T20060022356,31/05/2006,59850,4921,22.00.00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,3,Dark Street lights on,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,9,9,9,No control,5082,VICTORIA,STREET,SWANSTON,STREET,0,W,36264,I,MELBOURNE,MELBOURNE,-37.80666,144.9629,3053
10159,T20060022341,1/06/2006,59850,4921,18.45.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,2,Dusk/Dawn,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,9,9,9,Roundabout,9999,DORCAS,STREET,MORAY,STREET,0,W,37556,I,PORT PHILLIP,PORT PHILLIP,-37.83229,144.96305,3205
10239,T20060022486,2/06/2006,59850,4921,16.00.00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE                     ,2,Dusk/Dawn,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,NE,Bicycle,NK,99,99,H,9,9,9,No control,9999,HOWARD,STREET,MILTON,STREET,0,N,36171,I,MELBOURNE,MELBOURNE,-37.8073,144.95344,3003
11224,T20060024425,4/06/2006,59850,4921,12.30.00,1,Collision with vehicle,1,Sunday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,NW,Bicycle,NW,99,99,H,9,9,9,No control,5044,FLEMINGTON,ROAD,GRATTAN,STREET,36,NW,204991,N,MELBOURNE,MELBOURNE,-37.79942,144.95475,3051
10453,T20060022883,6/06/2006,59850,4921,13.17.00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1,Day,1,2,2,0,0,0,1,Cross intersection,2,Hospitilisation,50,A,W ,Bicycle,W ,1,1,H,9,9,9,Stop-go lights,9999,LA TROBE,STREET,SWANSTON,STREET,0,W,35358,I,MELBOURNE,MELBOURNE,-37.80959,144.96383,3000
10454,T20060022883,6/06/2006,59850,4921,13.17.00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1,Day,1,2,2,0,0,0,1,Cross intersection,2,Hospitilisation,50,A,W ,Bicycle,W ,1,1,H,9,9,9,Stop-go lights,9999,LA TROBE,STREET,SWANSTON,STREET,0,W,35358,I,MELBOURNE,MELBOURNE,-37.80959,144.96383,3000
10934,T20060023873,8/06/2006,59850,4921,08.45.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,40,B,S ,Bicycle,NK,1,1,H,9,9,9,Stop-go lights,5853,JOHNSTON,STREET,BRUNSWICK,STREET,0,W,36500,I,YARRA,YARRA,-37.79834,144.97847,3065
10982,T20060023967,16/06/2006,59850,4921,00.10.00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,3,Dark Street lights on,2,1,1,0,0,0,1,Not at intersection,2,Hospitilisation,60,B,E ,Bicycle,E ,99,99,H,9,9,9,No control,5285,BRIDGE,ROAD,PELUSO,PLACE,17,E,204947,N,YARRA,YARRA,-37.81827,144.99632,3121
11195,T20060024361,17/06/2006,59850,4921,19.10.00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,3,Dark Street lights on,2,3,0,1,0,2,2,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,99,99,H,9,9,9,No control,9999,ELGIN,STREET,HAWKINS,LANE,15,W,205103,N,MELBOURNE,MELBOURNE,-37.79718,144.96777,3053
11225,T20060024427,20/06/2006,59850,4921,08.15.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,1,Day,2,2,1,0,0,1,1,Cross intersection,2,Hospitilisation,60,A,W ,Bicycle,W ,1,1,H,F,2,6,Stop-go lights,2997,BATMAN,AVENUE,OLYMPIC,BOULEVARD,0,NW,249,I,MELBOURNE,MELBOURNE,-37.82333,144.97853,3004
11273,T20060024509,20/06/2006,59850,4921,17.45.00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,3,Dark Street lights on,2,2,1,0,0,1,1,Cross intersection,2,Hospitilisation,50,B,E ,Bicycle,E ,99,99,H,9,9,9,No control,9999,MUNSTER,TERRACE,QUEENSBERRY,STREET,0,NE,45884,I,MELBOURNE,MELBOURNE,-37.80227,144.94249,3051
11428,T20060024847,20/06/2006,59850,4921,16.00.00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,1,1,H,9,9,9,No control,9999,COLLINS,STREET,MANCHESTER,LANE,38,W,209134,N,MELBOURNE,MELBOURNE,-37.81584,144.96534,3000
11864,T20060025901,28/06/2006,59850,4921,11.30.00,2,Struck Pedestrian,4,Wednesday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1,Day,1,2,0,1,0,1,1,Not at intersection,3,Other Injury,50,A,S ,Bicycle,S ,99,99,H,9,9,9,No control,9999,ELIZABETH,STREET,BOURKE,STREET,15,N,205178,N,MELBOURNE,MELBOURNE,-37.81412,144.9631,3000
12229,T20060026715,30/06/2006,59850,4921,17.00.00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,2,Dusk/Dawn,2,2,0,1,0,1,2,T intersection,3,Other Injury,60,B,NW,Bicycle,NW,1,1,H,9,9,9,No control,9999,VILLIERS,STREET,LITTLE GEORGE,STREET,57,NE,36188,I,MELBOURNE,MELBOURNE,-37.79891,144.95385,3051
12367,T20060027058,5/07/2006,59850,4921,08.45.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,W ,Bicycle,W ,99,99,H,9,9,9,Stop-go lights,2080,HODDLE,STREET,LANGRIDGE,STREET,0,S,36685,I,YARRA,YARRA,-37.80716,144.99177,3067
12111,T20060026441,6/07/2006,59850,4921,11.15.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,B,N ,Bicycle,N ,99,99,H,9,9,9,No control,9999,BRUNSWICK,STREET,KERR,STREET,0,N,36495,I,YARRA,YARRA,-37.79675,144.97874,3065
12281,T20060026860,10/07/2006,59850,4921,09.00.00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,60,B,S ,Bicycle,S ,99,99,H,9,9,9,Roundabout,5044,FLEMINGTON,ROAD,ELIZABETH,STREET,0,SE,29893,I,MELBOURNE,MELBOURNE,-37.8012,144.95693,3000
12334,T20060026977,11/07/2006,59850,4921,08.00.00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,B,W ,Bicycle,W ,99,99,H,9,9,9,No control,5287,SWAN,STREET,DOCKER,STREET,0,W,37170,I,YARRA,YARRA,-37.82555,144.99673,3121
12467,T20060027233,12/07/2006,59850,4921,17.30.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,3,Dark Street lights on,3,3,1,1,0,1,1,T intersection,2,Hospitilisation,60,B,S ,Bicycle,S ,99,99,H,9,9,9,No control,5882,ST KILDA,ROAD,COVENTRY,STREET,0,N,36982,I,MELBOURNE,MELBOURNE,-37.82865,144.97133,3006
12468,T20060027233,12/07/2006,59850,4921,17.30.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,3,Dark Street lights on,3,3,1,1,0,1,1,T intersection,2,Hospitilisation,60,C,S ,Bicycle,S ,99,99,H,9,9,9,No control,5882,ST KILDA,ROAD,COVENTRY,STREET,0,N,36982,I,MELBOURNE,MELBOURNE,-37.82865,144.97133,3006
12556,T20060027383,13/07/2006,59850,4921,14.50.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,1,0,0,1,1,Cross intersection,2,Hospitilisation,60,B,W ,Bicycle,W ,99,99,H,9,9,9,Unknown,5948,VICTORIA,STREET,NICHOLSON,STREET,0,W,37150,I,YARRA,YARRA,-37.81009,144.99604,3121
13486,T20060029304,17/07/2006,59850,4921,08.10.00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,9,9,9,No control,9999,CROMWELL,STREET,LANGRIDGE,STREET,0,N,36659,I,YARRA,YARRA,-37.80697,144.98989,3066
12945,T20060028230,20/07/2006,59850,4921,23.03.00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.                         ,3,Dark Street lights on,2,2,0,1,0,1,1,T intersection,3,Other Injury,50,B,E ,Bicycle,S ,2,2,H,9,9,9,Stop-go lights,5103,WELLINGTON,PARADE,JOLIMONT,ROAD,0,W,246,I,MELBOURNE,MELBOURNE,-37.81571,144.97911,3002
12956,T20060028253,21/07/2006,59850,4921,07.55.00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,0,1,0,1,1,T intersection,3,Other Injury,50,B,E ,Bicycle,E ,99,99,H,9,9,9,No control,9999,DOWN,STREET,SINGLETON,STREET,0,N,55805,I,YARRA,YARRA,-37.80381,144.98752,3066
13891,T20060029940,23/07/2006,59850,4921,14.10.00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,9,9,9,Stop-go lights,9999,BRUNSWICK,STREET,GERTRUDE,STREET,0,N,36469,I,YARRA,YARRA,-37.80575,144.97721,3065
13575,T20060029444,31/07/2006,59850,4921,09.35.00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,W ,Bicycle,W ,99,99,H,9,9,9,Stop-go lights,9999,EXHIBITION,STREET,LA TROBE,STREET,0,N,29396,I,MELBOURNE,MELBOURNE,-37.80816,144.96874,3000
13576,T20060029444,31/07/2006,59850,4921,09.35.00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,W ,Bicycle,W ,99,99,H,9,9,9,Stop-go lights,9999,EXHIBITION,STREET,LA TROBE,STREET,0,N,29396,I,MELBOURNE,MELBOURNE,-37.80816,144.96874,3000
14143,T20060030446,31/07/2006,59850,4921,11.00.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,2,T intersection,3,Other Injury,50,B,E ,Bicycle,E ,1,1,H,9,9,9,Stop-go lights,9999,ELIZABETH,STREET,FLINDERS,STREET,0,N,233,I,MELBOURNE,MELBOURNE,-37.81817,144.96497,3000
